ID_Cliente,Dejo_el_servicio,Genero,Ciudadano_Mayor,Pareja,Dependientes,Tiempo_Servicio,Servicio_Telefonico,Multiples_Lineas,Servicio_Internet,Seguridad_Online,Copia_Seguridad_Online,Proteccion_Dispositivo,Soporte_Tecnico,Streaming_TV,Streaming_Peliculas,Contrato,Facturacion_Electronica,Metodo_Pago,Cargos_Mensuales,Cargos_Totales,Cuentas_Diarias,Cantidad_Servicios
9025ZRPVR,1,m,0,0,0,9,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,mes a mes,1,cheque enviado por correo,18.95,185.6,0.6225361366622865,1
9026LHEVG,0,f,0,0,0,9,0,nst,dsl,no,si,no,no,no,si,mes a mes,0,cheque electronico,40.75,359.4,1.3386990801576872,3
9026RNUJS,1,m,1,0,0,5,1,no,dsl,no,no,si,no,no,no,mes a mes,0,cheque electronico,50.35,237.25,1.6540735873850196,3
9027TMATR,0,f,0,1,0,43,1,no,dsl,si,no,si,si,si,si,dos anos,1,cheque electronico,78.8,3460.3,2.5886990801576872,7
9027YFHQJ,0,m,0,0,0,7,1,si,no,nsin,nsin,nsin,nsin,nsin,nsin,mes a mes,1,bank transfer automatic,25.05,152.95,0.8229303547963206,2
9028LIHRP,0,m,0,1,1,71,1,no,fibra optica,si,si,si,si,si,no,dos anos,0,credit card automatic,100.2,7209.0,3.2917214191852824,7
9029FEGVJ,0,f,1,1,0,32,1,si,fibra optica,no,no,si,no,no,no,mes a mes,0,cheque enviado por correo,79.3,2570.0,2.605124835742444,4
9030QGZNL,0,f,0,0,0,8,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,dos anos,0,cheque enviado por correo,20.85,161.65,0.6849540078843627,1
9031ZVQPT,0,m,0,1,0,72,1,si,fibra optica,no,si,si,si,si,si,dos anos,1,cheque electronico,108.2,7840.6,3.5545335085413927,8
9033EOXWV,1,f,0,0,0,12,1,si,dsl,no,no,no,si,si,si,un ano,0,cheque enviado por correo,74.05,872.65,2.4326544021024965,6
9036CSKBW,0,f,0,0,0,51,1,si,fibra optica,si,si,si,no,si,si,un ano,0,bank transfer automatic,107.45,5680.9,3.5298948751642576,8
9039RBEEE,1,m,0,0,0,39,0,nst,dsl,si,si,no,si,si,no,mes a mes,1,credit card automatic,48.95,1880.85,1.6080814717477003,5
9039ZVJDC,0,m,0,0,0,3,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,mes a mes,1,cheque enviado por correo,19.1,53.05,0.6274638633377135,1
9040KZVWO,0,m,0,0,0,26,1,no,fibra optica,no,si,no,no,no,no,un ano,0,bank transfer automatic,75.5,2018.1,2.4802890932982917,3
9046DQMTP,0,m,0,0,0,35,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,mes a mes,0,bank transfer automatic,20.75,739.9,0.6816688567674113,1
9046JBFWA,0,m,0,0,1,27,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,mes a mes,0,cheque enviado por correo,19.15,537.35,0.6291064388961891,1
9048JVYVF,1,m,0,0,0,3,1,no,dsl,no,no,no,si,si,si,mes a mes,1,cheque electronico,69.35,191.35,2.2782522996057817,5
9050IKDZA,0,f,1,0,0,2,1,no,fibra optica,no,no,no,no,si,no,mes a mes,0,cheque enviado por correo,81.5,162.55,2.6773981603153745,3
9050QLROH,1,m,0,0,0,18,1,si,fibra optica,no,no,si,no,no,si,mes a mes,1,credit card automatic,90.7,1597.25,2.9796320630749014,5
9052DHNKM,0,m,0,0,0,26,1,si,dsl,si,si,no,no,no,no,un ano,0,cheque electronico,61.55,1581.95,2.022010512483574,5
9052VKDUW,0,f,1,1,0,65,1,si,fibra optica,si,si,si,no,si,si,mes a mes,1,credit card automatic,109.4,7227.45,3.5939553219448097,8
9053EJUNL,0,m,0,0,0,41,1,si,fibra optica,no,si,no,no,si,no,mes a mes,1,cheque electronico,89.2,3645.75,2.9303547963206307,5
9053JZFKV,1,m,0,0,0,67,1,si,fibra optica,si,si,si,si,si,si,dos anos,0,credit card automatic,116.2,7752.3,3.817345597897503,9
9054FOWNV,0,m,0,1,1,22,1,si,fibra optica,no,no,si,no,si,no,mes a mes,1,cheque electronico,88.75,1885.15,2.9155716162943492,5
9055MOJJJ,0,f,0,1,1,64,1,no,dsl,si,no,no,si,si,no,un ano,0,cheque enviado por correo,65.8,4068.0,2.1616294349540075,5
9057MSWCO,1,m,1,1,0,27,0,nst,dsl,si,no,no,no,no,no,mes a mes,0,credit card automatic,30.75,805.1,1.0101839684625493,2
9057SIHCH,1,f,0,0,0,3,1,si,fibra optica,no,no,no,no,si,si,mes a mes,1,cheque electronico,96.6,291.9,3.1734559789750327,5
9058CBREO,1,f,1,0,0,1,1,si,dsl,no,no,no,no,no,no,mes a mes,0,cheque enviado por correo,50.55,50.55,1.6606438896189224,3
9058HRZSV,0,f,1,1,0,65,1,no,fibra optica,si,si,si,no,no,si,mes a mes,0,cheque electronico,94.4,6126.15,3.1011826544021024,6
9058MJLZC,0,f,0,0,0,24,1,no,fibra optica,si,no,no,no,si,si,mes a mes,1,cheque electronico,94.6,2283.15,3.107752956636005,5
9060HJJRW,0,f,0,0,0,51,0,nst,dsl,no,si,si,no,si,si,un ano,1,credit card automatic,56.4,2928.5,1.852825229960578,5
9061TIHDA,1,m,1,1,0,13,1,si,fibra optica,no,no,no,no,si,si,mes a mes,1,cheque electronico,95.25,1233.65,3.129106438896189,5
9063ZGTUY,1,f,0,1,1,61,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,mes a mes,1,cheque enviado por correo,19.4,1182.55,0.6373193166885676,1
9065ZCPQX,0,m,0,1,0,72,1,si,dsl,si,si,si,si,no,si,dos anos,0,bank transfer automatic,78.85,5763.15,2.5903416557161627,8
9066QRSDU,0,f,0,1,0,69,1,si,no,nsin,nsin,nsin,nsin,nsin,nsin,un ano,1,cheque electronico,26.3,1763.55,0.8639947437582128,2
9067SQTNS,0,m,0,1,1,44,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,un ano,0,bank transfer automatic,20.6,926.0,0.6767411300919842,1
9067YGSCA,0,f,0,0,0,70,1,si,no,nsin,nsin,nsin,nsin,nsin,nsin,un ano,0,credit card automatic,26.05,1856.4,0.8557818659658344,2
9068FHQHD,0,f,0,1,1,40,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,dos anos,0,bank transfer automatic,20.15,777.35,0.6619579500657029,1
9068VPWQQ,0,m,0,1,0,61,1,si,dsl,si,no,si,si,no,si,dos anos,0,credit card automatic,75.35,4729.3,2.4753613666228644,7
9069LGEUL,0,m,0,1,0,23,1,no,dsl,si,no,no,no,no,si,mes a mes,1,bank transfer automatic,59.95,1406.0,1.9694480946123523,4
9070BCKQP,0,f,0,1,0,72,1,si,fibra optica,si,no,si,si,si,si,dos anos,1,credit card automatic,110.15,7881.2,3.618593955321945,8
9073ZZIAY,0,m,0,1,1,62,1,no,dsl,si,si,si,si,si,si,dos anos,0,cheque electronico,86.1,5215.25,2.8285151116951375,8
9074KGVOX,0,m,0,1,1,50,0,nst,dsl,si,no,no,no,si,no,mes a mes,1,credit card automatic,39.45,2021.35,1.2959921156373193,3
9076AXYIK,0,m,1,1,0,64,1,si,fibra optica,no,no,si,si,si,si,dos anos,0,cheque electronico,102.1,6538.45,3.3541392904073586,7
9078GDRPJ,0,f,0,1,1,63,1,si,fibra optica,si,si,si,no,si,no,mes a mes,1,cheque electronico,100.55,6215.35,3.303219448094612,7
9079LWTFD,0,m,0,0,0,47,1,si,fibra optica,si,si,no,si,si,no,mes a mes,0,cheque enviado por correo,100.75,4669.2,3.309789750328515,7
9079YEXQJ,1,f,0,0,0,54,1,si,fibra optica,no,si,si,si,si,si,mes a mes,0,cheque electronico,111.1,6014.85,3.6498028909329827,8
9081WWXKP,0,f,0,1,1,47,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,dos anos,0,credit card automatic,20.25,873.4,0.6652431011826544,1
9084OAYKL,0,m,0,0,0,58,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,dos anos,0,cheque enviado por correo,20.8,1212.25,0.683311432325887,1
9086YJYXS,0,m,0,1,1,34,1,si,dsl,no,no,si,no,si,si,un ano,0,bank transfer automatic,77.2,2753.8,2.536136662286465,6
9087EYCPR,0,f,0,0,0,60,1,si,no,nsin,nsin,nsin,nsin,nsin,nsin,dos anos,0,cheque enviado por correo,25.0,1505.05,0.8212877792378449,2
9089UOWJG,0,f,0,1,1,12,1,no,dsl,no,no,si,no,si,no,mes a mes,1,credit card automatic,58.35,740.55,1.91688567674113,4
9090SGQXL,1,m,1,1,0,68,1,si,fibra optica,no,si,si,no,si,si,mes a mes,1,cheque electronico,105.3,7299.65,3.4592641261498027,7
9091WTUUY,0,m,0,1,1,64,1,no,dsl,si,no,si,si,si,no,dos anos,0,cheque enviado por correo,69.25,4447.75,2.2749671484888303,6
9092GDZKO,0,m,0,0,0,22,1,si,no,nsin,nsin,nsin,nsin,nsin,nsin,mes a mes,1,credit card automatic,24.85,493.4,0.8163600525624178,2
9093FPDLG,0,f,0,0,0,11,1,no,fibra optica,no,si,si,si,no,si,mes a mes,1,cheque electronico,94.2,999.9,3.0946123521681996,6
9094AZPHK,0,f,0,0,0,15,1,si,fibra optica,no,si,no,no,si,si,mes a mes,1,cheque electronico,100.15,1415.0,3.290078843626807,6
9095HFAFX,1,f,0,0,0,5,1,no,fibra optica,no,no,no,no,si,no,mes a mes,1,credit card automatic,81.0,389.6,2.6609724047306176,3
9097ZUBYC,0,m,0,1,0,14,1,no,dsl,no,no,no,si,no,no,mes a mes,0,bank transfer automatic,48.8,664.4,1.6031537450722733,3
9099FTUHS,0,f,0,0,0,23,1,si,dsl,si,no,no,no,no,no,mes a mes,0,cheque electronico,54.4,1249.25,1.7871222076215505,4
9101BWFSS,1,f,0,1,0,50,1,si,fibra optica,si,si,no,si,si,si,un ano,0,cheque electronico,108.55,5610.7,3.5660315374507223,8
9101NTIXF,0,m,0,0,0,2,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,mes a mes,0,cheque enviado por correo,19.4,50.6,0.6373193166885676,1
9102IAYHT,1,f,0,1,1,17,1,si,fibra optica,no,no,no,no,no,si,mes a mes,1,cheque electronico,85.45,1451.6,2.807161629434954,4
9102OXKFY,0,m,0,0,0,59,1,si,dsl,no,no,si,no,no,no,dos anos,0,credit card automatic,54.15,3116.15,1.778909329829172,4
9103CXVOK,0,m,0,1,1,1,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,mes a mes,0,cheque electronico,19.75,19.75,0.6488173455978975,1
9103TCIHJ,1,f,0,0,0,15,1,si,dsl,si,no,no,no,no,no,mes a mes,1,cheque enviado por correo,55.7,899.8,1.8298291721419186,4
9107UKCKY,0,m,0,1,0,61,1,si,dsl,no,si,si,no,si,si,un ano,1,cheque electronico,79.8,4914.8,2.621550591327201,7
9108EJFJP,0,f,0,1,0,1,1,no,dsl,si,si,no,no,no,no,mes a mes,1,cheque enviado por correo,53.55,53.55,1.7591984231274638,4
9108EQPNQ,0,f,0,1,1,10,1,si,no,nsin,nsin,nsin,nsin,nsin,nsin,dos anos,0,credit card automatic,26.1,225.55,0.8574244415243101,2
9110HSGTV,0,f,0,0,0,69,1,no,dsl,si,no,si,si,si,si,dos anos,1,credit card automatic,82.45,5555.3,2.708607095926413,7
9112WSNPU,0,f,1,0,0,35,1,no,fibra optica,no,no,no,no,no,no,mes a mes,0,cheque electronico,70.55,2419.0,2.3176741130091982,2
9114AAFQH,0,f,0,1,0,48,1,no,dsl,no,si,si,no,no,si,un ano,1,cheque electronico,65.65,3094.65,2.156701708278581,5
9114DPSIA,0,m,0,1,1,72,1,si,dsl,si,si,si,si,no,si,dos anos,0,credit card automatic,81.0,5750.0,2.6609724047306176,8
9114VEPUF,0,m,0,1,0,62,1,si,fibra optica,si,si,no,no,no,si,un ano,0,cheque electronico,96.1,6001.45,3.157030223390276,6
9115YQHGA,0,m,0,0,0,40,1,no,dsl,no,no,no,si,no,no,mes a mes,1,cheque electronico,51.1,2092.9,1.678712220762155,3
9117SHLZX,1,m,0,0,0,1,1,no,dsl,no,no,no,no,no,no,mes a mes,1,cheque enviado por correo,45.7,45.7,1.5013140604467805,2
9121PHQSR,0,m,1,1,0,16,1,si,fibra optica,no,no,no,no,si,no,mes a mes,1,credit card automatic,85.05,1391.15,2.794021024967148,4
9122UMROB,0,m,0,0,0,1,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,mes a mes,0,cheque enviado por correo,20.3,20.3,0.6668856767411301,1
9124LHCJQ,1,f,0,0,0,1,1,si,fibra optica,no,no,no,no,no,si,mes a mes,1,cheque enviado por correo,85.45,85.45,2.807161629434954,4
9127FHJBZ,0,m,0,1,1,72,1,si,fibra optica,si,si,si,si,si,si,dos anos,1,cheque electronico,114.0,8093.15,3.7450722733245727,9
9127QRZMH,0,m,0,1,0,44,1,no,dsl,si,si,no,si,no,no,un ano,1,bank transfer automatic,59.85,2603.95,1.9661629434954007,5
9128CPXKI,0,f,0,0,0,59,1,no,fibra optica,no,no,si,no,si,si,dos anos,0,cheque electronico,95.8,5655.45,3.1471747700394217,5
9129UXERG,0,f,1,0,0,18,1,si,fibra optica,no,si,no,si,si,si,mes a mes,1,credit card automatic,103.6,1806.35,3.4034165571616293,7
9133AYJZG,0,f,0,0,0,23,1,si,fibra optica,no,si,no,no,si,si,mes a mes,1,credit card automatic,98.7,2249.1,3.2424441524310117,6
9134CEQMF,1,m,1,1,0,7,1,no,fibra optica,no,no,no,no,si,si,mes a mes,1,cheque electronico,89.5,676.7,2.940210249671485,4
9134WYRVP,0,m,0,0,0,51,1,no,fibra optica,si,no,no,no,si,no,un ano,0,cheque enviado por correo,86.35,4267.15,2.836727989487516,4
9135HSWOC,0,m,0,1,1,64,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,dos anos,1,bank transfer automatic,19.7,1274.05,0.6471747700394218,1
9135MGVPY,0,m,0,1,0,69,1,no,dsl,si,si,si,si,si,si,dos anos,1,cheque enviado por correo,84.7,5878.9,2.7825229960578186,8
9136ALYBR,1,m,0,0,0,1,0,nst,dsl,no,no,no,no,no,no,mes a mes,1,cheque enviado por correo,24.45,24.45,0.8032194480946123,1
9137NOQKA,0,m,1,0,0,2,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,mes a mes,0,cheque electronico,19.2,37.2,0.6307490144546649,1
9137UIYPG,0,f,0,1,1,35,1,no,fibra optica,si,no,si,si,si,si,mes a mes,1,cheque electronico,106.9,3756.45,3.511826544021025,7
9138EFSMO,0,m,0,1,1,26,1,no,fibra optica,no,no,no,no,no,si,un ano,0,bank transfer automatic,78.95,2034.25,2.5936268068331145,3
9139TWBAS,0,f,0,1,0,26,0,nst,dsl,si,si,si,no,si,no,un ano,0,bank transfer automatic,47.85,1190.5,1.5719448094612352,5
9139WQQDY,1,f,0,1,1,49,1,si,fibra optica,no,si,no,no,si,si,un ano,0,cheque enviado por correo,100.45,4941.8,3.299934296977661,6
9140CZQZZ,0,f,0,1,0,68,1,no,dsl,si,si,no,si,si,si,dos anos,1,bank transfer automatic,79.6,5515.8,2.614980289093298,7
9142KZXOP,0,m,0,0,0,44,1,no,fibra optica,no,no,no,no,no,no,mes a mes,0,credit card automatic,68.85,2958.95,2.261826544021025,2
9142XMYJH,0,f,0,0,0,29,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,mes a mes,0,credit card automatic,19.35,601.6,0.635676741130092,1
9143CANJF,0,f,0,1,1,24,1,no,dsl,si,no,no,si,no,no,mes a mes,0,cheque electronico,55.15,1319.85,1.8117608409986858,4
9146JRIOX,0,f,0,1,1,14,1,si,no,nsin,nsin,nsin,nsin,nsin,nsin,mes a mes,0,cheque enviado por correo,25.55,372.45,0.8393561103810775,2
9150HEPMB,0,m,0,0,0,56,1,no,dsl,si,no,si,no,no,no,un ano,0,cheque enviado por correo,52.7,3019.7,1.731274638633377,4
9150KPBJQ,0,f,0,0,0,6,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,dos anos,0,credit card automatic,19.65,116.85,0.645532194480946,1
9152AMKAK,0,m,0,0,0,6,1,no,dsl,si,no,si,si,si,si,dos anos,1,cheque enviado por correo,80.25,493.4,2.636333771353482,7
9153BTBVV,0,f,0,1,0,71,1,si,no,nsin,nsin,nsin,nsin,nsin,nsin,dos anos,0,bank transfer automatic,25.0,1753.0,0.8212877792378449,2
9154QDGTH,0,m,0,1,1,43,1,si,fibra optica,no,no,si,si,si,si,un ano,1,credit card automatic,104.3,4451.85,3.426412614980289,7
9158VCTQB,1,f,0,1,0,41,1,si,fibra optica,si,si,si,si,si,si,mes a mes,1,bank transfer automatic,113.6,4594.95,3.731931668856767,9
9162MVWXH,0,m,0,0,0,1,1,no,dsl,no,no,no,no,no,no,mes a mes,1,cheque enviado por correo,45.7,45.7,1.5013140604467805,2
9163GHAYE,0,f,0,0,0,15,1,no,dsl,no,si,no,no,no,no,mes a mes,0,cheque electronico,48.85,736.8,1.604796320630749,3
9167APMXZ,0,f,0,0,0,22,1,si,fibra optica,no,no,no,no,si,no,mes a mes,1,bank transfer automatic,84.15,1821.95,2.7644546649145862,4
9168INPSZ,0,f,1,1,0,44,1,si,fibra optica,no,no,si,si,si,si,mes a mes,0,cheque electronico,104.15,4495.65,3.421484888304862,7
9169BSVIN,0,m,0,0,0,12,1,si,dsl,no,no,si,no,si,si,mes a mes,0,bank transfer automatic,74.75,827.05,2.455650459921156,6
9170ARBTB,0,f,0,1,1,52,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,un ano,0,credit card automatic,19.6,1012.4,0.6438896189224704,1
9170CCKOU,1,m,0,1,0,17,1,si,fibra optica,si,si,si,no,no,no,mes a mes,0,credit card automatic,90.2,1454.15,2.9632063074901445,6
9170GYZJC,1,f,0,1,1,41,1,si,dsl,si,si,si,si,no,si,mes a mes,0,credit card automatic,79.9,3326.2,2.6248357424441524,8
9172ANCRX,1,f,0,0,0,10,1,si,fibra optica,si,no,no,no,si,si,mes a mes,1,cheque electronico,98.7,973.25,3.2424441524310117,6
9172JITSM,1,f,0,1,1,26,1,no,fibra optica,no,no,no,no,si,si,mes a mes,1,cheque electronico,90.8,2361.8,2.9829172141918527,4
9173IVZVP,0,f,0,1,1,53,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,dos anos,0,cheque enviado por correo,20.9,1146.05,0.6865965834428382,1
9174FKWZE,1,f,1,0,0,1,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,mes a mes,1,cheque electronico,19.45,19.45,0.6389618922470434,1
9174IHETN,0,f,0,0,1,50,1,no,fibra optica,no,no,no,no,no,no,dos anos,0,credit card automatic,70.35,3533.6,2.3111038107752955,2
9178JHUVJ,0,m,0,1,1,24,1,si,no,nsin,nsin,nsin,nsin,nsin,nsin,dos anos,1,bank transfer automatic,24.1,587.4,0.7917214191852825,2
9182EFTQG,0,f,0,1,1,41,1,si,dsl,si,si,si,no,si,no,un ano,1,credit card automatic,78.35,3211.2,2.573915900131406,7
9184GALIL,0,f,0,1,1,38,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,mes a mes,0,cheque enviado por correo,20.45,781.25,0.6718134034165572,1
9185TQCVP,1,m,0,1,0,14,1,si,fibra optica,no,no,no,no,no,si,mes a mes,1,cheque electronico,85.15,1139.2,2.7973061760841,4
9189JWSHV,1,f,1,1,0,24,1,si,fibra optica,no,no,no,no,si,si,mes a mes,1,cheque electronico,93.55,2264.05,3.0732588699080154,5
9190MFJLN,1,m,1,0,0,19,1,no,fibra optica,no,no,si,no,si,si,mes a mes,1,credit card automatic,95.9,1777.9,3.150459921156373,5
9191MYQKX,1,f,0,1,0,7,1,no,fibra optica,no,no,si,no,no,no,mes a mes,1,bank transfer automatic,75.15,496.9,2.468791064388962,3
9194GFVOI,0,f,0,1,0,42,1,si,dsl,si,no,si,si,si,si,dos anos,0,credit card automatic,84.35,3571.6,2.7710249671484886,8
9199PWQVC,0,f,0,1,0,63,1,si,dsl,si,si,no,no,si,si,un ano,1,credit card automatic,79.7,4786.15,2.6182654402102497,7
9200NLNPD,0,m,0,1,0,56,0,nst,dsl,no,no,si,si,si,si,un ano,1,bank transfer automatic,54.05,2959.8,1.7756241787122207,5
9206GVPEQ,1,m,0,1,0,13,0,nst,dsl,si,no,no,si,si,si,mes a mes,1,cheque electronico,54.45,706.85,1.7887647831800264,5
9207ZPANB,0,m,0,0,0,37,1,si,dsl,si,si,si,si,no,no,un ano,0,cheque electronico,67.45,2443.3,2.2158344283837055,7
9208OLGAQ,0,f,1,0,0,18,1,no,fibra optica,no,no,si,no,no,si,mes a mes,1,cheque electronico,84.95,1443.65,2.7907358738501973,4
9209NWPGU,0,m,0,0,0,44,1,no,dsl,si,no,no,si,si,no,un ano,0,cheque electronico,65.4,2774.55,2.1484888304862024,5
9210IAHGH,1,f,0,0,0,7,1,no,dsl,no,no,no,si,si,si,mes a mes,1,credit card automatic,70.75,450.8,2.324244415243101,5
9214EKVXR,0,f,0,0,0,1,1,no,dsl,no,no,no,no,no,no,mes a mes,1,cheque enviado por correo,44.0,44.0,1.445466491458607,2
9218TUMIQ,0,f,0,1,1,62,1,no,fibra optica,no,si,si,no,si,si,mes a mes,1,cheque electronico,100.15,6283.3,3.290078843626807,6
9220CXRSC,0,f,0,1,1,69,1,si,dsl,si,no,no,si,no,no,dos anos,0,credit card automatic,61.4,4059.85,2.0170827858081473,5
9220ZNKJI,0,f,1,1,0,55,1,no,fibra optica,no,no,si,si,si,no,dos anos,0,credit card automatic,88.8,4805.3,2.917214191852825,5
9221OTIVJ,1,f,1,0,0,14,1,si,fibra optica,no,si,si,no,si,si,mes a mes,1,cheque electronico,104.85,1531.4,3.4444809461235213,7
9223UCPVT,1,f,0,0,0,1,1,no,fibra optica,no,no,si,no,si,si,mes a mes,0,cheque electronico,94.4,94.4,3.1011826544021024,5
9224VTYID,0,m,0,1,1,47,1,si,dsl,si,si,si,si,si,si,dos anos,1,cheque enviado por correo,90.5,4318.35,2.9730617608409986,9
9225BZLNZ,0,m,0,1,0,72,1,si,dsl,si,si,si,no,si,si,dos anos,1,cheque electronico,85.25,6083.1,2.800591327201051,8
9227LUNBG,1,f,0,0,0,1,0,nst,dsl,no,no,no,no,no,no,mes a mes,0,cheque electronico,24.6,24.6,0.8081471747700394,1
9227UAQFT,0,m,0,0,0,16,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,dos anos,0,cheque enviado por correo,19.75,284.35,0.6488173455978975,1
9227YBAXE,0,f,0,1,1,65,1,si,dsl,si,si,no,si,si,si,dos anos,1,bank transfer automatic,82.5,5215.1,2.7102496714848883,8
9228KNQVN,0,f,0,1,0,59,1,si,fibra optica,si,si,si,si,no,si,un ano,1,credit card automatic,107.0,6152.3,3.515111695137976,8
9229RQABD,0,m,0,0,0,18,1,si,no,nsin,nsin,nsin,nsin,nsin,nsin,un ano,0,cheque enviado por correo,23.75,424.5,0.7802233902759527,2
9231ZJYAM,1,f,1,0,0,4,1,no,fibra optica,no,no,no,no,si,no,mes a mes,1,cheque electronico,78.85,292.8,2.5903416557161627,3
9233PSYHO,0,f,1,0,0,45,1,si,fibra optica,no,no,si,no,si,si,un ano,1,bank transfer automatic,100.15,4459.8,3.290078843626807,6
9236NDUCW,0,f,0,0,0,21,0,nst,dsl,si,no,no,si,no,no,dos anos,0,cheque enviado por correo,35.1,770.4,1.1530880420499343,3
9237HQITU,1,f,0,0,0,2,1,no,fibra optica,no,no,no,no,no,no,mes a mes,1,cheque electronico,70.7,151.65,2.3226018396846255,2
9239GZHZE,0,f,0,1,0,72,1,si,fibra optica,si,si,si,si,si,si,dos anos,1,credit card automatic,113.65,8124.2,3.733574244415243,9
9239YGYBO,0,f,0,1,1,13,1,no,dsl,si,no,no,si,no,no,un ano,0,bank transfer automatic,54.15,701.05,1.778909329829172,4
9239ZBZZV,1,f,0,0,0,6,0,nst,dsl,no,no,si,no,si,si,mes a mes,1,cheque electronico,47.95,305.1,1.5752299605781865,4
9242TKFSV,0,m,0,1,1,72,0,nst,dsl,si,si,si,si,si,si,dos anos,1,credit card automatic,65.1,4754.3,2.138633377135348,7
9243TUYBL,0,m,1,1,0,28,1,si,fibra optica,no,si,no,si,si,si,mes a mes,1,cheque electronico,105.8,2998.0,3.4756898817345596,7
9244ZVAPM,0,m,0,0,0,1,1,no,dsl,no,no,no,no,no,no,mes a mes,0,cheque enviado por correo,45.6,45.6,1.4980289093298291,2
9248OJYKK,1,m,1,0,0,1,1,si,fibra optica,no,no,no,no,no,no,mes a mes,1,cheque electronico,76.45,76.45,2.5114980289093296,3
9249FXSCK,1,f,0,0,0,52,1,si,fibra optica,si,si,no,si,si,si,un ano,1,credit card automatic,111.25,5916.45,3.65473061760841,8
9250WYPLL,1,f,0,0,0,5,1,si,fibra optica,no,no,no,no,no,no,mes a mes,0,cheque electronico,75.55,413.65,2.481931668856767,3
9251AWQGT,0,f,0,1,1,48,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,dos anos,0,cheque enviado por correo,20.0,935.9,0.657030223390276,1
9251WNSOD,0,f,0,1,0,67,1,si,dsl,si,si,si,no,no,si,un ano,0,cheque enviado por correo,75.1,5064.45,2.4671484888304858,7
9253QXKBE,1,m,1,1,0,29,1,si,fibra optica,no,no,no,no,si,si,mes a mes,1,cheque electronico,94.45,2653.65,3.1028252299605783,5
9253VIFJQ,0,m,0,1,0,65,1,si,dsl,si,si,si,no,no,no,un ano,0,credit card automatic,67.05,4309.55,2.2026938239159,6
9254RBFON,1,f,0,1,1,17,1,no,fibra optica,no,no,si,si,si,si,un ano,0,bank transfer automatic,98.6,1704.95,3.2391590013140603,6
9256JTBNZ,0,f,0,0,0,11,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,mes a mes,0,bank transfer automatic,20.3,246.3,0.6668856767411301,1
9257AZMTZ,0,f,0,1,1,52,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,dos anos,0,bank transfer automatic,20.1,1078.75,0.6603153745072273,1
9258CNWAC,0,f,0,1,1,71,1,si,fibra optica,si,si,si,si,si,si,dos anos,0,credit card automatic,113.65,8166.8,3.733574244415243,9
9259PACGQ,1,f,0,1,0,34,1,si,dsl,si,si,no,si,no,no,mes a mes,0,cheque electronico,62.65,2274.9,2.0581471747700393,6
9261WDCAF,0,m,0,0,0,3,1,no,dsl,no,no,no,no,no,si,mes a mes,0,cheque enviado por correo,54.65,189.1,1.795335085413929,3
9269CQOOL,1,m,0,0,1,3,1,no,dsl,no,no,no,no,si,no,mes a mes,1,credit card automatic,54.7,169.45,1.7969776609724049,3
9272LSVYH,0,m,0,0,0,10,1,no,fibra optica,no,no,no,no,no,no,mes a mes,0,cheque enviado por correo,70.15,735.5,2.304533508541393,2
9274CNFMO,1,m,1,1,0,4,1,si,fibra optica,no,no,no,no,no,no,mes a mes,0,cheque electronico,74.95,308.7,2.462220762155059,3
9274UARKJ,0,f,0,0,0,15,1,no,fibra optica,no,si,no,no,si,no,mes a mes,1,bank transfer automatic,83.2,1130.0,2.733245729303548,4
9277JOOMO,0,f,0,0,0,3,1,si,no,nsin,nsin,nsin,nsin,nsin,nsin,mes a mes,0,cheque enviado por correo,24.6,86.35,0.8081471747700394,2
9278VZKCD,0,f,1,1,0,52,1,si,fibra optica,si,si,si,no,si,si,mes a mes,1,cheque electronico,109.1,5647.95,3.584099868593955,8
9279CJEOJ,0,f,1,0,0,21,1,si,fibra optica,no,no,no,no,si,si,mes a mes,1,bank transfer automatic,95.4,2025.1,3.134034165571616,5
9281CEDRU,0,f,0,1,0,68,1,no,dsl,no,si,no,si,si,no,dos anos,0,bank transfer automatic,64.1,4326.25,2.105781865965834,5
